"","Reo","IFC Drawing","data:Steel Supplier","data:Other Steel Supplier","data:Reo Manufacture date DD/MM/YY","Cage dimensions","Fittings marked","Formwork","Formwork ready to commence","data:Panel type","data:Other Panel type","data:Panel difficulty","data:Location","data:Other Location","data:Quantity","data:Panel Weight (t)","data:Volume (m3)","data:Manufacture date DD/MM/YY","Formwork dimensions","data:Panel thickness","data:Thickness projection","data:Panel width","data:Width projection","data:Panel height","data:Height projection","Square","Silicone Bed","Edge Form/ Fillets","Position of reinforcement","Lifting devices securely/in place","Fittings locations V2","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Lifting devices securely/in place V3","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Ready to pour","data:Notes/Changes","Pre Pouring","Take a picture or attach copy of concrete doc","data:Concrete Supplier","data:Other Concrete Supplier","data:Concrete schedule docket #","data:Pouring date DD/MM/YY","data:Concrete Requisition (m3)","Correct mix being used","data:28 Mpa required","data:Other Mpa required","data:Type of concrete","data:Other Type of concrete","data:Concrete strength tested","Post Production","Post Production ready to commence - Lifting Mpa","data:Date panel stripped","data:Location (Rack #)","data:Other Location","Fitments removed (GT Caps, fillets, Ferrule caps)","Correct dimensions","Bulges, Dents and airholes within tolerances","Cracks within tolerances","Marking","Panel conform to specifications/ tolerances","data:Patching/fixing required","Concrete Test results (28 days result)","Storage","Inserts/Rebates removed","Filling points/lifters exposed","data:Location (Rack #)","data:Other Location (Rack #)","data:Status"
"A-L1P23","pass","pass","Mesh & Bar","","02/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","1.4","1","7.59","3.16","02/11/2022","pass","200","pass","5000","pass","3230","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59605","03/11/2022","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P24","pass","pass","Mesh & Bar","","02/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","1.5","1","6.37","2.65","02/11/2022","pass","200","pass","4225","pass","3300","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59605","03/11/2022","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P25","pass","pass","Mesh & Bar","","02/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","1.6","1","7.59","3.16","02/11/2022","pass","200","pass","5000","pass","3230","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59613","03/11/2022","7.1","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P26","pass","pass","Mesh & Bar","","03/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","2.6","1","9.06","3.78","3/11/22","pass","200","pass","6000","pass","3300","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59613","03/11/2022","7.1","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","6","","pass"
"A-L1P27","pass","pass","Mesh & Bar","","03/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","2.5","1","7.54","3.14","03/11/2022","pass","200","pass","5000","pass","3300","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59627","03/11/2022","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","1","","pass"
"A-L1P28","pass","pass","Mesh & Bar","","02/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","2.4","1","7.59","3.16","03/11/2022","pass","200","pass","5000","pass","3230","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59627","03/11/2022","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","1","","pass"
"A-L1P29","pass","pass","","","06/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.2","1","4.16","1.73","06/10/22","pass","200","pass","1500","pass","6200","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58051","07/10/22","5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","08/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P30","pass","pass","","","10/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.1","1","5.66","2.36","10/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58168","10/10/22","6.8","pass","pass","pass"," 50/20/200","","Yes","pass","pass","11/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","5","","pass"
"A-L1P31","pass","pass","","","10/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.4","1","5.66","2.36","10/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58195","10/10/22","6.7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","11/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P32","pass","pass","","","11/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","4.3","1","5.66","2.36","11/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58233","11/10/22","6.6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","12/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","pass"
"A-L1P33","pass","pass","","","11/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","4.1","1","5.66","2.36","11/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58241","11/10/22","6.8","pass","pass","pass"," 50/20/200","","Yes","pass","pass","12/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","pass"
"A-L1P34","pass","pass","","","12/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.1","1","5.66","2.36","12/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58314","12/10/22","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","13/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P35","pass","pass","","","12/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.2","1","5.66","2.36","12/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58314","12/10/22","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","13/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P36","pass","pass","","","12/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.4","1","5.66","2.36","12/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58339","12/10/22","5.7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","13/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","6","","pass"
"A-L1P37","pass","pass","","","06/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","1.2","1","4.84","2.02","06/10/22","pass","200","pass","3146","pass","3230","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","57966","06/10/22","5.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","07/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P38","pass","pass","Mesh & Bar","","03/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","2.3","1","6.1","2.54","03/11/2022","pass","200","pass","2314","pass","6550","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59648","03/11/2022","3.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","14","","pass"
"A-L1P39","pass","pass","Mesh & Bar","","03/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","2.2U","1","4.04","1.68","03/11/2022","pass","200","pass","1431","pass","6550","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59648/59652","03/11/2022","3.4/1","pass","pass","pass"," 50/20/200","","Yes","pass","pass","04/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P40","pass","pass","Mesh & Bar","","04/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","3.4","1","3.32","1.38","04/11/2022","pass","200","pass","1046","pass","6550","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59729","04/11/2022","3.7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","07/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P41","pass","pass","","","31/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.1","1","3.81","1.59","31/10/22","pass","200","pass","2960","pass","3650","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59476","02/11/22","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","02/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","2","","pass"
"A-L1P42","pass","pass","","","31/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.2","1","5.79","2.41","31/10/22","pass","200","pass","3225","pass","3650","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59476","02/11/22","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","02/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","2","","pass"
"A-L1P44","pass","pass","","","31/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.1U","1","5.65","2.35","31/10/22","pass","200","pass","3225","pass","3650","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59476","02/11/22","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","02/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","5","","pass"
"A-L1P45","pass","pass","Mesh & Bar","","10/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","3.3","1","8.4","3.36","10/11/2022","pass","200","pass","4600","pass","3650","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","60217","10/11/22","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","11/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L1P46a","pass","pass","Mesh & Bar","","29/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","1.2","1","7.83","3.13","29/10/22","pass","200","pass","2720","pass","5760","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59422","31/10/22","7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","01/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P46b","pass","pass","Mesh & Bar","","29/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","1.3","1","7.83","3.13","29/10/22","pass","200","pass","2720","pass","5760","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59434","31/10/22","5.8","pass","pass","pass"," 50/20/200","","Yes","pass","pass","01/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","pass"
"A-L1P47","pass","pass","Mesh & Bar","","04/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","4.4U","1","5.45","2.27","04/11/2022","pass","200","pass","1980","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59717","04/11/2022","7.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","07/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P48","pass","pass","Mesh & Bar","","02/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","3.1","1","3.77","1.57","02/11/2022","pass","200","pass","1740","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","59530","02/11/2022","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","03/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P49","pass","pass","","","02/11/22","pass","pass","pass","pass","Wall","","","Pinkenba","3.4","1","7.44","3.10","02/11/22","pass","200","pass","5000","pass","3300","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59516","02/11/2022","7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","03/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","pass"
"A-L1P50","pass","pass","","","06/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","4.2","1","5.66","2.36","06/10/22","pass","200","pass","2000","pass","6080","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","57997","06/10/22","5.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","07/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","pass"
"A-L1P51","pass","pass","","","05/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.1","1","5.55","2.31","05/10/22","pass","200","pass","2000","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","57911","05/10/22","3.6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","06/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","pass"
"A-L1P52","pass","pass","Mesh & Bar","","03/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","4.1","1","5.01","2.09","03/11/2022","pass","200","pass","2870","pass","3720","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59717","04/11/2022","7.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","07/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","11","","pass"
"A-L1P53","pass","pass","","","13/10/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.2","1","7.22","3.08","13/10/22","pass","200","pass","2580","pass","5970","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass","Ausmix","","58428","13/10/22","6.1","pass","pass","pass"," 50/20/200","","Yes","pass","pass","14/10/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","6","","pass"
"A-L1P54","pass","pass","Mesh & Bar","","04/11/2022","pass","pass","pass","pass","Wall","","","Pinkenba","1.2","1","10.79","4.5","04/11/2022","pass","200","pass","6625","pass","3650","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59742","04/11/2022","4.7","pass","pass","pass"," 65/20/220","","Yes","pass","pass","07/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","pass"
"A-L1P55","pass","pass","","","04/11/22","pass","pass","pass","pass","Wall","","","Pinkenba","2.5","1","7.43","3.10","04/11/22","pass","200","pass","5000","pass","3230","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass","Ausmix","","59808","05/11/22","7.5","pass","pass","pass"," 50/20/200",""," No","pass","pass","07/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","2","","pass"
