"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ad2e66d9-2596-4836-a908-083dbbe44f93","","fail","","folder","TRUE","FALSE","Site QA"
"784115f6-d19e-481e-98da-2dadf5aee4f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"998b52fe-078b-4425-921a-56aa05273680","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2"
"623dd645-284e-4fac-9eb7-8bd581819cf9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"3bfc0efe-503c-42bd-9d67-17d4450a6dec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 201"
"bb03cbdc-1bee-45f4-b094-47c1cdcf59e0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 414"
"25165ddd-9ddb-4b0a-bb0b-c05d72bad0d4","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 414","Pre Wire"
"ec3a1928-61db-4091-987b-97b428794f45","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 414","Install DB"
"aacbb1c7-459a-4a61-8cc3-ee6941fe3a96","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 414","Fit off"
"c0e64ef5-eace-433f-96cf-51c197abf2d7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 413"
"b0acb7b1-fe3e-4720-8d71-b265710bf073","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 413","Pre Wire"
"951fd935-b042-442a-8b9a-b0007fbc1785","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 413","Install DB"
"9816bd09-8ad3-436d-868f-f868b69b31c2","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Residential areas","Apartment 413","Fit off"
"0ad6c2f0-edf6-4655-97c6-29e90a361643","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Common areas"
"aa614442-2493-4ad0-9650-36a23487644b","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Common areas","Corridor"
"8dbda5a5-c494-40e7-84ab-d2ac8117f4d8","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Common areas","Corridor","Pre Wire"
"686a7d98-ee78-4262-9ac4-e3f7c669d56f","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Common areas","Corridor","Terminated & Tested"
"c3e97723-cc0e-4558-8bbf-9242b98c688f","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Common areas","Corridor","Fit off"
"b2d3a61c-a9df-4bf5-8dfa-35304ddb2d7a","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Service areas"
"ab035639-eaef-40f5-a084-a1a6b83bf4c0","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Service areas","ICT Riser"
"798bcbe5-777c-4986-beef-d93311204de2","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Service areas","ICT Riser","Pre Wire"
"84b2a616-2f23-427e-9d6a-6fe3d1de1915","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Service areas","ICT Riser","Terminated & Tested"
"3a595911-588f-49c5-b98c-2dc20095a22e","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Service areas","ICT Riser","Fit off"
"bd06d054-7321-46ca-b47d-915bde696abd","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 4","Floor Commissioning"
"56b6eb70-2d45-4096-a0ce-e0ef1f8195a2","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building A","Level 4","Floor Commissioning","Floor Commissioning"
"06bdae87-be36-42cb-83b8-c8966cf57e23","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5"
"31bc14e9-6314-473c-a03f-fdf51b926cb3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas"
"6c0eb898-788c-4da0-9090-6edef01c0100","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 501"
"31573145-a591-48f3-9213-eeccca973e2f","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 501","Pre Wire"
"595451fb-9720-4637-9c5a-ea57a5b076fe","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 501","Install DB"
"a60030b5-2dfe-48e1-8cb2-792217442f72","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 501","Fit off"
"41f5e378-6e20-4071-bd19-b01830c87352","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 502"
"9b96e028-9455-4ac2-b7b9-6eba18e84116","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 502","Pre Wire"
"05a59e20-428c-4ad7-9139-41a59f48d29f","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 502","Install DB"
"c3ed15ee-6868-4a79-8d20-499a45824ae3","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 502","Fit off"
"3531c7fb-49f1-43b7-9c70-98c16da6cff2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 503"
"ecb94f9c-1502-4d66-8e9b-621bc123cf48","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 503","Pre Wire"
"941af9de-e1a4-4339-90e3-eb2b9d80c947","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 503","Install DB"
"e42333dc-26aa-4f43-a09f-33ad2c08a8e7","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 503","Fit off"
"45f06545-69c8-4ebb-b4f2-15f5be5ea0a1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 504"
"1a5c655e-be65-4161-8b68-2bdb1a1de102","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 504","Pre Wire"
"82b55023-1969-4f19-a16c-db6584c3f27c","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 504","Install DB"
"71e3a9d4-a43d-4d2c-8d2d-107d368ac94a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 504","Fit off"
"c7690afa-7eff-402b-acf9-9a254902a98e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 505"
"4de6769c-1770-413a-a2b4-5dca2cda9b5e","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 505","Pre Wire"
"2447ff08-619c-40fb-8508-799da5255ce5","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 505","Install DB"
"4f66e974-5d34-492b-97f8-627729b5292a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 505","Fit off"
"712fcb65-ca61-46ba-87b7-9ad821540bbb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 506"
"7bd61e8c-a7f0-49d7-8f3a-1843494492c6","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 506","Pre Wire"
"aee2e73c-7104-4761-b91c-cd4bb446f5f9","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 506","Install DB"
"ed9e4bb4-3fe0-4e32-97e7-b8b7ed9dde77","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 506","Fit off"
"f257fdf9-eb00-4db1-b537-829c2bf6830e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 507"
"03f4e71d-684c-4086-80ec-91eccc0d740c","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 507","Pre Wire"
"8c6d8bd8-50f0-432f-9148-868bff88de77","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 507","Install DB"
"bdd97714-4432-4fef-975a-8bb24393cd49","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 507","Fit off"
"80c25df9-2d5b-482a-a904-35fb8a46c1e4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 508"
"18ceb1d5-ea0f-425a-820e-8ea5384e409f","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 508","Pre Wire"
"c84b0b1b-774e-434c-8f59-f1408afc9a0b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 508","Install DB"
"3ae8fba2-6897-497e-87ee-464e647a1958","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 508","Fit off"
"61a3e6dc-e172-438b-9722-413d338a2ebb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 509"
"32939484-daaf-49b0-845e-3a7ca218c270","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 509","Pre Wire"
"6ebbb56e-4ec8-4e7a-82d4-a4410e3f7ff2","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 509","Install DB"
"64e165b1-5164-4144-8d2c-e5ecb3966f87","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 509","Fit off"
"3646d8f8-3b90-4638-8912-6487449c6222","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 510"
"0b3a90b0-88e6-4a77-a0e0-1ffff982a587","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 510","Pre Wire"
"a50ea6d1-5281-4f67-b3ab-7a5bcfd4081c","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 510","Install DB"
"516f9089-bbfd-4b7e-a0d5-d1f099131204","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 510","Fit off"
"9002f8ee-e357-4b08-8604-8d5344d0c7ac","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 511"
"947024f5-0c25-4611-8593-c4726a51606d","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 511","Pre Wire"
"3b0d68f3-60db-4c3d-91da-f0c6a62a8618","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 511","Install DB"
"80812379-4796-41d0-80e2-f456fc96c85c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 511","Fit off"
"c1e92f66-09ac-4683-8e9e-8000dd6fd5cc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 512"
"850a4997-81d9-49a6-b5df-37f2e5b9f9c1","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 512","Pre Wire"
"9b0d0035-cbaf-4088-ae04-2a04b02cad67","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 512","Install DB"
"6f955ba6-25e2-4315-8770-4f9964d95316","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Residential areas","Apartment 512","Fit off"
"69bf0d40-adeb-4442-90b6-7cfb3422f22b","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Common areas"
"a554b81c-56cd-49a1-b956-1f0711691d3b","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Common areas","Corridor"
"8f961aa2-4bee-4aca-a439-6c881ab105f4","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Common areas","Corridor","Pre Wire"
"95ab535a-bc47-4a29-9d1e-a703d8052736","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Common areas","Corridor","Terminated & Tested"
"f0eb048b-53b8-462e-b0c2-566a16a88fe3","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Common areas","Corridor","Fit off"
"507a3bb6-d5d1-47b7-bab7-3b7119f5983d","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Service areas"
"f7328190-4c2d-44d1-bc64-d13acdd8976f","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Service areas","ICT Riser"
"fbf4f804-45ff-49a3-a48d-563f74edde15","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Service areas","ICT Riser","Pre Wire"
"352ad29d-8a63-4995-b3b9-910c507d4247","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Service areas","ICT Riser","Terminated & Tested"
"fcb1883d-9d9f-4e6f-9c23-ababc36c8f23","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Service areas","ICT Riser","Fit off"
"080395d4-e033-4ad3-90ad-10096eda9583","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Level 5","Floor Commissioning"
"52adca1c-be0d-4c2a-ba10-ee801017dd2f","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building A","Level 5","Floor Commissioning","Floor Commissioning"
"2ab70ec1-7153-4ef2-90ac-1a1836912266","","not-started","Building Commissioning","checklist","FALSE","FALSE","Site QA","Building A","Building Commissioning"
"85e0ff6f-e584-4501-8ff4-20456d1565ce","","not-started","Completion Documents","checklist","FALSE","FALSE","Site QA","Building A","Completion Documents"
"0e1ff56a-6048-4d25-ad43-0fe8d0df850d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B"
"90bd2179-5570-4d1c-b72f-a8420ecdcbb1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2"
"dc805e97-3437-4e11-b354-6431e8b61d17","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Residential areas"
"2a448e2b-8c0d-48ff-98b1-37830981750a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 201"
"8c6cb00f-5855-4565-947d-fe7d1a7d8d52","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 201","Pre Wire"
"ea0df358-6006-49d8-8daa-dd2ff1e59853","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 201","Install DB"
"bfbd9d0f-0fb2-4cb9-a112-bbad272ddf8d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 201","Fit off"
"16fb1dcc-022e-4192-b342-e94ff28c39ea","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 202"
"f816bc21-4f6c-4604-8d67-47ddfb847572","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 202","Pre Wire"
"37423b30-6ceb-4e73-af40-6bbc302dfd26","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 202","Install DB"
"380b29b2-ef93-41c2-a311-c782e870444e","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 202","Fit off"
"d45aa0f2-0f6d-4b64-a5fc-0823fc801a47","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 203"
"f066f416-72b4-42cf-b0f4-e82b8227c64e","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 203","Pre Wire"
"fc0837a6-6f89-4404-9449-998283e88b7f","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 203","Install DB"
"1c40cce0-fb92-49bc-96df-6cb7611df388","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 203","Fit off"
"f91e2af6-fd2e-4dae-b040-d9943f81756a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 204"
"40eb5908-0557-40fc-baeb-2b56caf201f4","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 204","Pre Wire"
"0b029a12-f7b2-4ed5-aedc-7e610f9d9ec3","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 204","Install DB"
"05369192-b26f-4f6f-b846-d1e2d067ff12","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Residential areas","Apartment 204","Fit off"
"71a063eb-4283-437a-aaf2-7f645bed36e5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Common areas"
"845a7ef6-4dce-4612-8805-5cca117c99b3","","not-started","","folder","TRUE","FALSE","Site QA","Building B","Level 2","Common areas","Maintanance/ Store"
"c9b6d2f8-1519-48a4-b026-8e4079361ae7","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Common areas","Maintanance/ Store","Pre Wire"
"dcb1d8b5-c7f2-45b7-a0d1-ad4525e9eb6e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building B","Level 2","Common areas","Maintanance/ Store","Terminated & Tested"
